age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
42.0,6,2,2,0,1225.0,0,0,0,18.0,1,104.0,3.0,-1.0,0.0,0
55.0,7,2,1,0,987.0,0,0,0,18.0,1,63.0,4.0,-1.0,0.0,0
36.0,4,1,2,0,6.0,1,0,0,18.0,1,166.0,3.0,-1.0,0.0,0
60.0,1,1,1,0,3462.0,0,0,0,18.0,1,113.0,4.0,-1.0,0.0,0
55.0,4,0,2,0,0.0,0,0,0,18.0,1,309.0,4.0,-1.0,0.0,1
52.0,4,1,2,0,52.0,0,1,0,18.0,1,124.0,4.0,-1.0,0.0,0
47.0,0,1,2,0,1979.0,0,0,0,18.0,1,207.0,6.0,-1.0,0.0,0
35.0,4,2,2,0,1635.0,0,0,0,18.0,1,90.0,6.0,-1.0,0.0,0
48.0,1,1,0,0,2227.0,0,0,0,18.0,1,98.0,6.0,-1.0,0.0,0
31.0,4,1,2,0,927.0,0,0,0,18.0,1,100.0,4.0,-1.0,0.0,0
32.0,4,2,2,0,1117.0,0,0,0,18.0,1,219.0,4.0,-1.0,0.0,0
32.0,4,2,2,0,-217.0,1,1,0,18.0,1,129.0,4.0,-1.0,0.0,0
30.0,4,2,2,0,1077.0,0,0,0,18.0,1,128.0,4.0,-1.0,0.0,0
34.0,9,2,2,0,332.0,0,0,0,18.0,1,75.0,6.0,-1.0,0.0,0
42.0,4,0,2,0,624.0,0,0,0,18.0,1,75.0,5.0,-1.0,0.0,0
30.0,0,2,2,0,1535.0,0,0,0,18.0,1,67.0,4.0,-1.0,0.0,0
55.0,3,1,0,0,211.0,0,0,0,18.0,1,111.0,3.0,-1.0,0.0,0
51.0,9,1,1,0,2242.0,0,0,0,18.0,1,498.0,3.0,-1.0,0.0,0
46.0,3,1,1,0,1000.0,0,0,0,18.0,1,96.0,6.0,-1.0,0.0,0
48.0,4,0,1,0,3324.0,0,0,0,18.0,1,203.0,4.0,-1.0,0.0,0
47.0,1,1,0,0,362.0,1,0,0,18.0,1,111.0,6.0,-1.0,0.0,0
48.0,4,1,2,0,288.0,0,0,0,18.0,1,585.0,3.0,-1.0,0.0,0
45.0,4,1,2,0,3462.0,0,0,0,18.0,1,140.0,6.0,-1.0,0.0,0
23.0,2,1,2,0,489.0,0,1,0,18.0,1,235.0,4.0,-1.0,0.0,0
60.0,5,1,1,0,3462.0,1,1,0,18.0,1,98.0,6.0,-1.0,0.0,0
56.0,1,1,0,0,3206.0,0,0,0,18.0,1,129.0,3.0,-1.0,0.0,0
30.0,9,2,1,0,796.0,1,1,0,18.0,1,315.0,4.0,-1.0,0.0,0
59.0,3,1,0,0,1100.0,0,0,0,18.0,1,147.0,6.0,-1.0,0.0,0
54.0,9,2,1,0,473.0,1,0,0,18.0,1,134.0,6.0,-1.0,0.0,0
34.0,4,1,2,0,0.0,0,0,0,18.0,1,431.0,6.0,-1.0,0.0,0
51.0,9,1,1,0,219.0,0,0,1,18.0,1,63.0,2.0,-1.0,0.0,0
49.0,0,1,1,0,1101.0,0,0,0,18.0,1,29.0,3.0,-1.0,0.0,0
31.0,9,2,1,0,0.0,0,0,0,18.0,1,93.0,2.0,-1.0,0.0,0
47.0,9,1,1,0,1219.0,0,0,0,18.0,1,643.0,4.0,-1.0,0.0,1
33.0,9,1,2,0,3462.0,0,0,0,18.0,1,168.0,2.0,-1.0,0.0,0
33.0,9,1,1,0,804.0,0,1,1,18.0,1,212.0,2.0,-1.0,0.0,0
54.0,4,1,2,0,3462.0,0,0,1,18.0,1,253.0,2.0,-1.0,0.0,0
42.0,9,1,1,0,1018.0,0,0,0,18.0,1,280.0,2.0,-1.0,0.0,0
60.0,6,1,2,0,3.0,0,0,0,18.0,1,80.0,2.0,-1.0,0.0,0
41.0,9,1,1,0,335.0,0,0,0,18.0,1,169.0,3.0,-1.0,0.0,0
49.0,1,1,0,0,1798.0,1,1,1,18.0,1,209.0,2.0,-1.0,0.0,0
57.0,1,1,1,0,1404.0,0,0,0,18.0,1,119.0,6.0,-1.0,0.0,0
60.0,4,2,2,0,0.0,0,0,1,18.0,1,161.0,2.0,-1.0,0.0,0
43.0,4,1,2,0,3462.0,0,0,0,18.0,1,36.0,4.0,-1.0,0.0,0
48.0,1,1,0,0,199.0,0,0,1,18.0,1,29.0,2.0,-1.0,0.0,0
33.0,9,2,2,0,389.0,0,0,1,18.0,1,79.0,2.0,-1.0,0.0,0
40.0,4,1,2,0,2935.0,1,0,0,18.0,1,192.0,2.0,-1.0,0.0,0
55.0,4,2,2,0,1097.0,0,0,1,18.0,1,199.0,2.0,-1.0,0.0,0
54.0,1,1,0,0,0.0,0,0,0,18.0,1,144.0,2.0,-1.0,0.0,0
33.0,3,1,0,0,813.0,0,0,1,18.0,1,331.0,2.0,-1.0,0.0,0
50.0,4,1,2,0,3462.0,1,0,0,18.0,1,111.0,2.0,-1.0,0.0,0
31.0,4,2,2,0,350.0,0,0,0,18.0,1,471.0,2.0,-1.0,0.0,0
60.0,5,1,0,0,0.0,0,0,0,18.0,1,142.0,3.0,-1.0,0.0,0
45.0,9,1,1,0,1629.0,0,0,0,18.0,1,58.0,4.0,-1.0,0.0,0
43.0,4,1,2,0,3462.0,0,0,0,18.0,1,68.0,4.0,-1.0,0.0,0
33.0,4,2,2,0,134.0,0,0,0,18.0,1,79.0,2.0,-1.0,0.0,0
30.0,4,2,2,0,1541.0,0,0,0,18.0,1,471.0,6.0,-1.0,0.0,1
58.0,7,0,1,0,796.0,0,0,0,18.0,1,102.0,6.0,-1.0,0.0,0
33.0,9,1,2,0,602.0,1,0,0,18.0,1,87.0,6.0,-1.0,0.0,0
37.0,6,1,2,0,129.0,0,0,0,18.0,1,128.0,2.0,-1.0,0.0,0
33.0,9,1,1,0,79.0,1,0,0,18.0,1,170.0,6.0,-1.0,0.0,0
42.0,4,0,2,0,1064.0,0,0,0,18.0,1,101.0,2.0,-1.0,0.0,0
60.0,3,1,1,0,1211.0,0,0,1,18.0,1,268.0,2.0,-1.0,0.0,0
47.0,9,0,1,0,236.0,0,0,0,18.0,1,263.0,4.0,-1.0,0.0,0
39.0,4,1,2,0,429.0,0,0,0,18.0,1,80.0,6.0,-1.0,0.0,0
43.0,4,1,2,0,1253.0,0,1,0,18.0,1,52.0,3.0,-1.0,0.0,0
54.0,7,1,0,0,392.0,0,0,0,18.0,1,254.0,6.0,-1.0,0.0,0
55.0,4,1,2,0,0.0,0,1,1,18.0,1,201.0,6.0,-1.0,0.0,0
56.0,0,0,1,0,985.0,0,1,0,18.0,1,150.0,2.0,-1.0,0.0,0
44.0,4,1,2,0,1764.0,0,0,0,18.0,1,70.0,2.0,-1.0,0.0,0
50.0,1,1,0,0,3462.0,0,0,0,18.0,1,204.0,6.0,-1.0,0.0,0
32.0,9,0,2,0,3462.0,0,0,0,18.0,1,130.0,2.0,-1.0,0.0,0
35.0,9,1,1,0,3462.0,0,0,0,18.0,1,191.0,2.0,-1.0,0.0,0
41.0,9,1,2,0,139.0,0,0,0,18.0,1,643.0,2.0,-1.0,0.0,0
39.0,4,0,2,0,3462.0,0,1,0,18.0,1,74.0,3.0,-1.0,0.0,0
32.0,9,2,1,0,82.0,0,0,0,18.0,1,66.0,4.0,-1.0,0.0,0
46.0,4,0,2,0,302.0,0,0,0,18.0,1,80.0,6.0,-1.0,0.0,0
32.0,9,0,1,0,2870.0,0,0,0,18.0,1,91.0,4.0,-1.0,0.0,0
61.0,5,1,0,0,0.0,1,1,1,18.0,1,280.0,6.0,-1.0,0.0,0
52.0,4,1,2,0,3462.0,0,0,1,18.0,1,212.0,2.0,-1.0,0.0,0
32.0,9,1,1,0,0.0,1,0,0,18.0,1,143.0,4.0,-1.0,0.0,0
59.0,4,1,2,0,3462.0,0,0,0,18.0,1,93.0,3.0,-1.0,0.0,0
35.0,3,1,0,0,0.0,0,0,0,18.0,1,65.0,3.0,-1.0,0.0,0
32.0,4,1,2,0,1969.0,0,0,0,18.0,1,271.0,6.0,-1.0,0.0,0
30.0,9,1,1,0,239.0,1,0,0,18.0,1,199.0,6.0,-1.0,0.0,0
54.0,4,1,2,0,2883.0,0,0,0,18.0,1,643.0,5.0,-1.0,0.0,0
30.0,4,2,1,0,2143.0,1,1,0,18.0,1,514.0,6.0,-1.0,0.0,0
30.0,4,1,2,0,3462.0,0,0,0,18.0,1,75.0,2.0,-1.0,0.0,0
31.0,4,2,2,0,41.0,1,0,0,18.0,1,392.0,2.0,-1.0,0.0,0
51.0,4,2,2,1,-55.0,1,0,0,18.0,1,119.0,6.0,-1.0,0.0,0
52.0,4,1,2,0,1134.0,1,0,0,18.0,1,151.0,4.0,-1.0,0.0,0
39.0,4,1,2,0,3462.0,0,0,0,18.0,1,150.0,4.0,-1.0,0.0,0
40.0,4,1,2,0,42.0,0,1,0,18.0,1,215.0,6.0,-1.0,0.0,0
32.0,9,2,2,0,2481.0,0,0,0,18.0,1,547.0,6.0,-1.0,0.0,0
48.0,9,1,1,0,3462.0,1,0,0,18.0,1,85.0,2.0,-1.0,0.0,0
54.0,1,1,1,0,548.0,0,0,0,18.0,1,520.0,6.0,-1.0,0.0,1
45.0,9,1,1,0,376.0,0,1,0,18.0,1,86.0,2.0,-1.0,0.0,0
49.0,1,1,1,0,1350.0,0,0,0,18.0,1,22.0,2.0,-1.0,0.0,0
31.0,9,0,1,0,431.0,1,1,0,18.0,1,75.0,2.0,-1.0,0.0,0
46.0,4,1,2,0,3115.0,0,0,0,18.0,1,134.0,2.0,-1.0,0.0,0
52.0,1,1,0,0,3462.0,0,0,0,18.0,1,82.0,3.0,-1.0,0.0,0
55.0,3,1,0,0,0.0,0,0,0,18.0,1,643.0,2.0,-1.0,0.0,0
50.0,1,1,0,0,3462.0,1,0,0,18.0,1,256.0,6.0,-1.0,0.0,0
45.0,6,1,1,0,0.0,0,0,0,18.0,1,249.0,6.0,-1.0,0.0,0
53.0,7,1,1,0,3462.0,0,0,0,18.0,1,62.0,6.0,-1.0,0.0,0
31.0,4,2,2,0,3462.0,0,0,0,18.0,1,384.0,6.0,-1.0,0.0,1
32.0,9,2,2,0,548.0,0,0,0,18.0,1,377.0,6.0,-1.0,0.0,0
46.0,4,1,2,0,473.0,1,0,0,18.0,1,201.0,4.0,-1.0,0.0,0
36.0,9,2,2,0,53.0,0,1,0,18.0,1,64.0,6.0,-1.0,0.0,0
40.0,4,1,2,0,0.0,0,0,0,18.0,1,261.0,6.0,-1.0,0.0,0
31.0,4,0,2,0,254.0,0,0,0,18.0,1,643.0,6.0,-1.0,0.0,1
52.0,1,1,0,0,3462.0,1,1,0,18.0,1,155.0,4.0,-1.0,0.0,0
45.0,1,1,0,0,47.0,0,1,0,18.0,1,128.0,4.0,-1.0,0.0,0
48.0,1,1,0,0,583.0,0,0,0,18.0,1,260.0,6.0,-1.0,0.0,0
39.0,4,1,2,0,2226.0,1,0,0,18.0,1,103.0,6.0,-1.0,0.0,0
33.0,9,2,1,0,199.0,0,0,0,18.0,1,178.0,4.0,-1.0,0.0,0
46.0,9,2,2,0,3462.0,0,0,0,18.0,1,504.0,6.0,-1.0,0.0,1
30.0,9,2,1,0,19.0,1,0,0,18.0,1,16.0,6.0,-1.0,0.0,0
32.0,2,1,2,0,598.0,0,0,0,18.0,1,135.0,6.0,-1.0,0.0,0
48.0,9,1,1,0,427.0,0,0,0,18.0,1,202.0,6.0,-1.0,0.0,0
34.0,4,2,2,0,757.0,0,0,0,18.0,1,37.0,4.0,-1.0,0.0,0
45.0,9,1,1,0,-374.0,0,1,0,18.0,1,149.0,5.0,-1.0,0.0,0
60.0,3,1,0,0,1043.0,0,0,0,18.0,1,643.0,4.0,-1.0,0.0,0
61.0,4,1,1,0,985.0,0,0,0,18.0,1,643.0,6.0,-1.0,0.0,1
46.0,7,1,1,0,250.0,0,0,0,18.0,1,166.0,6.0,-1.0,0.0,0
52.0,1,1,0,0,2977.0,0,0,0,18.0,1,286.0,5.0,-1.0,0.0,0
56.0,1,1,1,0,324.0,0,0,0,18.0,1,213.0,5.0,-1.0,0.0,0
50.0,4,0,1,0,-35.0,1,0,0,18.0,1,207.0,5.0,-1.0,0.0,0
38.0,9,0,1,0,1221.0,1,1,0,18.0,1,73.0,6.0,-1.0,0.0,0
49.0,1,1,0,0,418.0,0,0,0,18.0,1,643.0,6.0,-1.0,0.0,0
58.0,5,1,0,0,1241.0,0,0,0,18.0,1,194.0,2.0,-1.0,0.0,1
35.0,4,0,2,0,771.0,1,1,0,18.0,1,221.0,5.0,-1.0,0.0,0
43.0,9,2,2,0,140.0,0,0,0,18.0,1,192.0,6.0,-1.0,0.0,0
33.0,6,1,2,0,576.0,1,0,0,18.0,1,304.0,3.0,-1.0,0.0,0
30.0,4,2,2,0,0.0,0,0,0,18.0,1,124.0,3.0,-1.0,0.0,0
43.0,4,0,2,0,171.0,0,0,0,18.0,1,67.0,2.0,-1.0,0.0,0
35.0,4,2,2,0,0.0,0,0,0,18.0,1,276.0,5.0,-1.0,0.0,0
36.0,9,2,1,0,2603.0,1,0,0,18.0,1,174.0,5.0,-1.0,0.0,0
35.0,9,1,1,0,548.0,0,0,0,18.0,1,457.0,6.0,-1.0,0.0,0
47.0,1,1,1,0,665.0,0,0,0,18.0,1,643.0,3.0,-1.0,0.0,0
47.0,9,0,1,0,2914.0,1,0,0,18.0,1,405.0,6.0,-1.0,0.0,0
30.0,9,2,2,0,2832.0,0,0,0,18.0,1,350.0,6.0,-1.0,0.0,0
52.0,9,1,1,0,0.0,0,0,0,18.0,1,395.0,4.0,-1.0,0.0,0
51.0,1,1,1,0,1840.0,1,0,0,18.0,1,312.0,3.0,-1.0,0.0,0
33.0,6,1,1,0,173.0,0,0,0,18.0,1,26.0,5.0,-1.0,0.0,0
32.0,3,1,0,0,2678.0,0,0,0,18.0,1,643.0,6.0,-1.0,0.0,0
38.0,9,0,1,0,276.0,0,0,0,18.0,1,92.0,6.0,-1.0,0.0,0
34.0,9,0,1,0,0.0,1,1,0,18.0,1,374.0,6.0,-1.0,0.0,0
33.0,9,2,1,0,3462.0,0,0,0,18.0,1,76.0,5.0,-1.0,0.0,0
52.0,7,0,0,0,-644.0,0,0,0,18.0,1,119.0,3.0,-1.0,0.0,0
41.0,9,1,1,0,2851.0,0,0,0,18.0,1,296.0,3.0,-1.0,0.0,0
32.0,9,2,2,0,20.0,1,1,0,18.0,1,193.0,5.0,-1.0,0.0,0
31.0,4,2,1,0,0.0,0,0,0,18.0,1,87.0,6.0,-1.0,0.0,0
30.0,4,2,1,0,209.0,0,0,0,18.0,1,243.0,6.0,-1.0,0.0,0
45.0,9,1,2,0,121.0,0,0,0,18.0,1,643.0,4.0,-1.0,0.0,0
38.0,6,1,1,0,173.0,0,0,0,18.0,1,205.0,4.0,-1.0,0.0,0
37.0,9,2,1,0,1435.0,0,0,0,18.0,1,643.0,6.0,-1.0,0.0,1
48.0,9,1,2,0,3462.0,0,0,0,18.0,1,445.0,3.0,-1.0,0.0,0
37.0,4,2,2,0,2074.0,0,0,0,18.0,1,244.0,2.0,-1.0,0.0,0
44.0,9,1,1,0,366.0,0,1,0,18.0,1,212.0,6.0,-1.0,0.0,0
45.0,9,1,1,0,256.0,0,0,0,18.0,1,119.0,6.0,-1.0,0.0,0
31.0,9,2,1,0,3462.0,0,0,0,18.0,1,643.0,3.0,-1.0,0.0,0
32.0,4,2,2,0,1966.0,0,0,0,18.0,1,176.0,3.0,-1.0,0.0,0
43.0,4,1,2,0,0.0,0,0,0,18.0,1,241.0,5.0,-1.0,0.0,0
46.0,1,1,0,0,2653.0,0,0,0,18.0,1,314.0,4.0,-1.0,0.0,0
40.0,9,1,1,0,169.0,1,0,0,18.0,1,43.0,4.0,-1.0,0.0,0
33.0,4,2,2,1,-5.0,0,0,0,18.0,1,127.0,4.0,-1.0,0.0,0
58.0,0,1,1,0,451.0,0,0,0,18.0,1,643.0,5.0,-1.0,0.0,0
49.0,7,1,2,0,306.0,1,0,0,18.0,1,285.0,6.0,-1.0,0.0,0
60.0,7,1,0,0,808.0,0,0,0,18.0,1,393.0,3.0,-1.0,0.0,0
35.0,9,1,1,0,150.0,0,0,0,18.0,1,242.0,5.0,-1.0,0.0,0
56.0,1,1,1,0,0.0,0,0,0,18.0,1,82.0,3.0,-1.0,0.0,0
54.0,7,1,1,0,3462.0,0,0,1,18.0,1,238.0,3.0,-1.0,0.0,0
30.0,4,2,2,0,3045.0,0,0,0,18.0,1,189.0,6.0,-1.0,0.0,0
37.0,9,2,2,0,453.0,0,0,0,18.0,1,129.0,4.0,-1.0,0.0,0
49.0,9,1,1,0,3462.0,0,0,0,18.0,1,157.0,3.0,-1.0,0.0,0
39.0,9,2,2,0,1043.0,0,0,0,18.0,1,195.0,6.0,-1.0,0.0,0
45.0,9,1,2,0,2359.0,0,0,0,18.0,1,199.0,6.0,-1.0,0.0,0
31.0,3,1,0,0,979.0,0,1,0,18.0,1,298.0,6.0,-1.0,0.0,0
55.0,10,1,1,0,549.0,0,0,0,18.0,1,43.0,5.0,-1.0,0.0,0
58.0,0,1,1,0,2180.0,0,0,0,18.0,1,273.0,4.0,-1.0,0.0,0
60.0,9,1,1,0,955.0,0,0,0,18.0,1,37.0,3.0,-1.0,0.0,0
42.0,4,1,2,0,3038.0,0,0,0,18.0,1,643.0,6.0,-1.0,0.0,0
48.0,9,1,1,0,466.0,0,0,0,19.0,1,99.0,6.0,-1.0,0.0,0
46.0,1,1,1,0,1482.0,0,0,0,19.0,1,139.0,3.0,-1.0,0.0,0
37.0,4,0,2,0,481.0,1,0,0,19.0,1,97.0,6.0,-1.0,0.0,0
49.0,4,1,2,0,0.0,0,0,0,19.0,1,78.0,6.0,-1.0,0.0,0
35.0,6,1,1,0,2251.0,0,0,0,19.0,1,151.0,6.0,-1.0,0.0,0
39.0,4,2,1,0,2644.0,0,0,0,19.0,1,192.0,6.0,-1.0,0.0,0
45.0,1,1,1,0,2119.0,0,0,0,19.0,1,120.0,6.0,-1.0,0.0,0
48.0,1,1,1,0,2214.0,0,0,0,19.0,1,607.0,6.0,-1.0,0.0,0
38.0,9,1,2,0,216.0,0,0,0,19.0,1,141.0,4.0,-1.0,0.0,0
31.0,4,1,1,0,0.0,0,0,0,19.0,1,81.0,2.0,-1.0,0.0,0
52.0,0,1,0,0,204.0,0,0,0,19.0,1,123.0,2.0,-1.0,0.0,0
33.0,7,1,1,0,610.0,0,1,0,19.0,1,116.0,6.0,-1.0,0.0,0
58.0,1,1,0,0,309.0,0,0,0,19.0,1,156.0,2.0,-1.0,0.0,0
53.0,9,1,1,0,180.0,0,1,0,19.0,1,58.0,2.0,-1.0,0.0,0
47.0,9,1,1,0,0.0,0,0,0,19.0,1,203.0,2.0,-1.0,0.0,0
56.0,5,1,0,0,63.0,0,0,0,19.0,1,122.0,2.0,-1.0,0.0,0
32.0,4,2,2,0,470.0,0,0,0,19.0,1,286.0,2.0,-1.0,0.0,0
38.0,9,2,1,0,3278.0,0,0,0,19.0,1,643.0,6.0,-1.0,0.0,1
60.0,5,1,1,1,0.0,0,0,0,19.0,1,316.0,2.0,-1.0,0.0,0
49.0,9,1,1,0,2.0,0,0,0,19.0,1,177.0,6.0,-1.0,0.0,0
31.0,4,2,2,0,33.0,0,0,0,19.0,1,158.0,2.0,-1.0,0.0,0
47.0,9,1,1,0,3462.0,1,0,0,19.0,1,125.0,4.0,-1.0,0.0,0
59.0,4,1,2,0,0.0,0,0,0,19.0,1,112.0,2.0,-1.0,0.0,0
60.0,5,1,2,0,225.0,0,0,0,19.0,1,54.0,2.0,-1.0,0.0,0
50.0,4,0,2,0,60.0,0,0,0,19.0,1,255.0,2.0,-1.0,0.0,0
35.0,4,1,2,0,854.0,0,1,0,19.0,1,133.0,6.0,-1.0,0.0,0
46.0,4,0,2,0,134.0,0,0,0,19.0,1,134.0,2.0,-1.0,0.0,0
60.0,5,1,2,0,3462.0,0,0,0,19.0,1,56.0,6.0,-1.0,0.0,0
37.0,4,1,2,0,115.0,0,0,0,19.0,1,78.0,2.0,-1.0,0.0,0
32.0,4,2,2,0,146.0,0,0,0,19.0,1,162.0,2.0,-1.0,0.0,0
31.0,9,1,2,0,3462.0,1,0,0,19.0,1,118.0,2.0,-1.0,0.0,0
56.0,1,1,1,0,0.0,0,0,0,19.0,1,432.0,6.0,-1.0,0.0,0
48.0,4,1,2,0,3462.0,0,0,0,19.0,1,331.0,2.0,-1.0,0.0,0
54.0,1,1,1,0,0.0,0,0,0,19.0,1,87.0,2.0,-1.0,0.0,0
44.0,4,1,2,0,0.0,0,1,0,19.0,1,70.0,2.0,-1.0,0.0,0
47.0,1,1,0,0,43.0,0,0,0,19.0,1,222.0,2.0,-1.0,0.0,0
47.0,4,1,2,0,0.0,0,0,0,19.0,1,213.0,2.0,-1.0,0.0,0
30.0,4,0,1,0,-274.0,1,1,0,19.0,1,166.0,2.0,-1.0,0.0,0
36.0,9,2,1,0,140.0,1,0,0,19.0,1,100.0,6.0,-1.0,0.0,0
41.0,6,1,1,0,1.0,0,0,0,19.0,1,55.0,4.0,-1.0,0.0,0
32.0,9,1,2,0,264.0,1,0,0,19.0,1,103.0,6.0,-1.0,0.0,0
48.0,9,1,1,0,0.0,0,0,0,19.0,1,215.0,2.0,-1.0,0.0,0
48.0,1,1,1,0,3.0,0,0,0,19.0,1,104.0,2.0,-1.0,0.0,0
45.0,6,1,1,0,571.0,1,0,0,19.0,1,361.0,5.0,-1.0,0.0,0
53.0,1,1,1,0,3462.0,0,0,1,19.0,1,223.0,6.0,-1.0,0.0,0
60.0,0,1,1,0,3043.0,0,0,0,19.0,1,235.0,3.0,-1.0,0.0,0
53.0,4,1,2,0,210.0,0,0,0,19.0,1,96.0,2.0,-1.0,0.0,0
47.0,9,1,1,0,0.0,0,0,0,19.0,1,210.0,2.0,-1.0,0.0,0
60.0,5,1,1,0,374.0,0,0,0,19.0,1,276.0,2.0,-1.0,0.0,0
33.0,9,1,1,0,81.0,0,0,0,19.0,1,643.0,2.0,-1.0,0.0,0
60.0,9,1,1,0,0.0,0,0,0,19.0,1,83.0,2.0,-1.0,0.0,0
57.0,2,1,1,0,1179.0,0,0,0,19.0,1,189.0,2.0,-1.0,0.0,0
56.0,5,1,1,0,74.0,0,0,0,19.0,1,144.0,2.0,-1.0,0.0,0
57.0,9,1,1,0,295.0,0,0,0,19.0,1,151.0,6.0,-1.0,0.0,0
49.0,9,1,1,0,25.0,1,1,0,19.0,1,51.0,2.0,-1.0,0.0,0
39.0,9,1,1,0,3462.0,1,0,0,19.0,1,344.0,4.0,-1.0,0.0,0
45.0,4,1,2,0,2805.0,0,0,0,19.0,1,91.0,2.0,-1.0,0.0,0
39.0,9,2,2,0,285.0,0,0,0,19.0,1,284.0,2.0,-1.0,0.0,0
38.0,9,2,2,0,103.0,0,0,0,19.0,1,490.0,4.0,-1.0,0.0,0
59.0,5,1,1,0,613.0,0,0,0,19.0,1,75.0,2.0,-1.0,0.0,0
48.0,1,1,1,0,-95.0,0,0,0,19.0,1,134.0,6.0,-1.0,0.0,0
49.0,4,1,1,0,0.0,0,0,0,19.0,1,141.0,2.0,-1.0,0.0,0
49.0,0,1,2,0,-962.0,1,0,0,19.0,1,295.0,2.0,-1.0,0.0,0
32.0,4,1,2,0,0.0,0,0,0,19.0,1,198.0,6.0,-1.0,0.0,0
44.0,9,2,1,0,54.0,0,1,0,19.0,1,199.0,2.0,-1.0,0.0,0
35.0,9,2,1,0,417.0,0,0,0,19.0,1,92.0,4.0,-1.0,0.0,0
51.0,4,0,2,0,-202.0,0,0,0,19.0,1,504.0,4.0,-1.0,0.0,0
49.0,9,0,2,0,0.0,0,0,0,19.0,1,68.0,2.0,-1.0,0.0,0
43.0,4,1,2,0,143.0,0,0,0,19.0,1,101.0,2.0,-1.0,0.0,0
34.0,3,1,2,0,72.0,0,0,0,19.0,1,113.0,2.0,-1.0,0.0,0
42.0,4,1,2,0,2137.0,0,0,0,19.0,1,121.0,4.0,-1.0,0.0,0
40.0,9,1,2,0,1063.0,1,1,0,19.0,1,264.0,2.0,-1.0,0.0,0
56.0,5,1,1,0,20.0,0,1,0,19.0,1,153.0,3.0,-1.0,0.0,0
49.0,9,1,1,0,412.0,0,0,0,19.0,1,643.0,6.0,-1.0,0.0,1
60.0,5,1,1,0,0.0,0,0,0,19.0,1,359.0,4.0,-1.0,0.0,0
37.0,0,0,1,0,295.0,1,1,0,19.0,1,150.0,2.0,-1.0,0.0,0
47.0,4,1,2,0,1884.0,1,1,0,19.0,1,74.0,2.0,-1.0,0.0,0
34.0,4,1,2,0,3462.0,0,0,0,19.0,1,227.0,4.0,-1.0,0.0,0
45.0,2,1,1,0,107.0,0,0,0,19.0,1,129.0,6.0,-1.0,0.0,0
46.0,1,1,0,0,687.0,0,0,0,19.0,1,125.0,6.0,-1.0,0.0,0
52.0,5,1,1,0,2122.0,0,1,0,19.0,1,323.0,6.0,-1.0,0.0,0
50.0,4,1,2,0,1759.0,0,0,0,19.0,1,101.0,2.0,-1.0,0.0,0
53.0,1,1,1,0,3462.0,1,0,0,19.0,1,128.0,6.0,-1.0,0.0,0
34.0,9,1,1,0,30.0,0,0,0,19.0,1,193.0,2.0,-1.0,0.0,0
57.0,5,1,2,0,31.0,0,0,0,19.0,1,260.0,2.0,-1.0,0.0,0
32.0,4,2,2,0,47.0,0,0,0,19.0,1,133.0,4.0,-1.0,0.0,0
49.0,9,1,1,0,673.0,1,0,0,19.0,1,501.0,2.0,-1.0,0.0,0
49.0,9,0,1,0,5.0,0,0,0,19.0,1,131.0,2.0,-1.0,0.0,0
45.0,0,1,1,0,740.0,0,1,0,19.0,1,109.0,2.0,-1.0,0.0,0
56.0,0,1,1,0,33.0,1,0,0,19.0,1,97.0,2.0,-1.0,0.0,0
39.0,9,1,1,0,61.0,0,0,0,19.0,1,339.0,2.0,-1.0,0.0,0
60.0,9,1,1,0,-410.0,0,0,0,19.0,1,143.0,2.0,-1.0,0.0,0
47.0,4,0,2,0,83.0,0,0,0,19.0,1,149.0,2.0,-1.0,0.0,0
30.0,9,2,1,0,126.0,0,0,0,19.0,1,256.0,2.0,-1.0,0.0,0
57.0,3,1,0,0,1183.0,0,0,0,19.0,1,111.0,4.0,-1.0,0.0,0
33.0,9,2,2,0,27.0,0,0,0,19.0,1,332.0,2.0,-1.0,0.0,0
41.0,9,1,1,0,240.0,0,0,0,19.0,1,290.0,2.0,-1.0,0.0,0
51.0,4,1,2,0,401.0,0,0,0,19.0,1,80.0,6.0,-1.0,0.0,0
48.0,9,1,2,0,0.0,0,0,0,19.0,1,58.0,2.0,-1.0,0.0,0
57.0,5,1,0,0,3288.0,0,0,0,19.0,1,186.0,4.0,-1.0,0.0,0
42.0,6,1,1,0,95.0,0,0,0,19.0,1,119.0,6.0,-1.0,0.0,0
45.0,0,1,1,0,0.0,0,0,0,19.0,1,145.0,6.0,-1.0,0.0,0
58.0,4,1,2,0,172.0,0,0,0,19.0,1,145.0,6.0,-1.0,0.0,0
46.0,4,0,1,0,558.0,0,0,0,19.0,1,126.0,6.0,-1.0,0.0,0
32.0,4,1,2,0,644.0,0,0,0,19.0,1,100.0,2.0,-1.0,0.0,0
31.0,9,1,1,0,3462.0,0,0,0,19.0,1,204.0,4.0,-1.0,0.0,0
30.0,4,1,2,0,0.0,0,0,0,19.0,1,178.0,2.0,-1.0,0.0,0
42.0,4,0,2,0,0.0,0,0,1,19.0,1,225.0,4.0,-1.0,0.0,0
46.0,9,2,1,0,182.0,0,0,0,19.0,1,160.0,4.0,-1.0,0.0,0
38.0,4,2,2,0,231.0,0,0,0,19.0,1,118.0,2.0,-1.0,0.0,0
55.0,4,1,2,0,2537.0,0,0,0,19.0,1,97.0,5.0,-1.0,0.0,0
